Type,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
2,297.9,307.4,1604,36.1,225,8122.5,6063.734588350827,9.5
2,297.7,308.5,1720,29.9,210,6279.0,5385.527566293863,10.800000000000011
0,300.7,310.6,1720,30.3,96,2908.8,5457.574757816188,9.900000000000034
0,302.7,312.4,1453,47.3,62,2932.6,7197.064138133344,9.699999999999989
0,297.9,307.8,1459,46.9,85,3986.5,7165.66915554847,9.900000000000034
1,301.4,310.6,1565,36.1,110,3971.0,5916.299645117859,9.200000000000044
2,297.9,308.5,2129,18.7,126,2356.2,4169.13430675043,10.600000000000025
0,300.1,309.7,1641,30.4,41,1246.4,5224.091591801394,9.599999999999966
0,298.2,309.4,1447,47.1,185,8713.5,7137.038774498756,11.199999999999989
0,298.4,309.2,1692,29.8,137,4082.6,5280.137604741437,10.800000000000011
0,298.0,308.7,1626,36.7,210,7707.000000000001,6249.0676109616015,10.699999999999989
1,297.3,308.0,1403,45.0,77,3465.0,6611.481739479719,10.699999999999989
1,304.2,313.6,1424,43.7,151,6598.700000000001,6516.584697390284,9.400000000000034
1,298.8,308.8,1441,40.5,63,2551.5,6111.497268660904,10.0
1,300.6,312.1,1293,52.3,49,2562.7,7081.55824823636,11.5
0,300.5,310.8,1445,46.6,155,7223.0,7051.51415049253,10.300000000000011
0,301.7,310.7,1542,40.0,188,7520.0,6459.114495780615,9.0
0,300.3,311.5,1548,32.2,25,805.0000000000001,5219.8190257925135,11.199999999999989
0,303.2,311.5,1507,39.2,225,8820.0,6186.256701840829,8.300000000000011
0,303.3,312.2,1457,40.7,48,1953.6,6209.871006620312,8.899999999999977
0,299.3,308.5,1772,26.1,52,1357.2,4843.204898480169,9.199999999999989
1,299.6,309.1,1471,44.3,67,2968.1,6824.094258299165,9.5
0,302.5,311.2,1545,40.1,165,6616.5,6487.860068560961,8.699999999999989
0,297.3,308.2,1553,33.5,2,67.0,5448.097619977859,10.899999999999975
2,303.7,312.6,1514,35.5,138,4899.0,5628.372678416354,8.900000000000034
0,302.3,311.7,1510,38.7,141,5456.700000000001,6119.508329927558,9.399999999999975
1,301.5,310.4,2639,12.0,21,252.0,3316.2652051293853,8.899999999999977
0,298.7,308.5,1668,35.2,77,2710.4,6148.473814193656,9.800000000000011
0,302.0,310.7,1657,31.9,37,1180.3,5535.3082320415115,8.699999999999989
0,298.6,309.3,1677,31.2,180,5616.0,5479.188915272886,10.699999999999989
0,301.8,310.9,1609,31.7,202,6403.4,5341.262525804782,9.099999999999966
0,299.7,311.1,1554,41.0,192,7872.0,6672.114477694003,11.400000000000034
1,299.7,310.8,1405,47.6,192,9139.2,7003.447782892606,11.100000000000025
0,297.3,308.5,1504,42.0,142,5964.0,6614.9374913986685,11.199999999999989
0,297.2,308.0,1869,25.4,163,4140.2,4971.319046893561,10.800000000000011
1,299.6,309.3,1553,32.4,112,3628.8,5269.204862306944,9.699999999999989
0,302.7,310.5,1642,30.8,195,6006.0,5296.055007519625,7.800000000000011
0,297.9,309.1,1504,43.0,4,172.0,6772.436003098637,11.200000000000044
0,302.1,310.1,1753,28.9,176,5086.4,5305.280817945667,8.0
1,298.7,309.0,1843,25.8,130,3354.0,4979.36152408675,10.300000000000011
0,300.9,311.3,1449,40.2,168,6753.6,6099.904791769159,10.400000000000034
0,301.1,310.6,1611,35.2,70,2464.0,5938.364097521571,9.5
0,299.4,309.1,1957,22.1,55,1215.5,4529.09799299875,9.700000000000044
0,297.3,308.5,1398,60.4,12,724.8,8842.452346499975,11.199999999999989
0,299.6,310.9,1487,42.5,164,6970.0,6618.026724174698,11.299999999999956
0,298.2,308.4,1355,49.4,209,10324.6,7009.626248444666,10.199999999999989
1,300.4,309.6,1521,35.0,119,4165.0,5574.756163795088,9.200000000000044
1,303.2,311.2,1688,31.9,33,1052.7,5638.865597879343,8.0
0,300.6,310.4,1446,49.7,155,7703.5,7525.810865380493,9.799999999999956
1,300.9,310.8,1988,19.7,136,2679.2,4101.202601604307,9.900000000000034
1,301.8,310.9,1299,60.4,48,2899.2,8216.270098786457,9.099999999999966
2,300.1,311.5,1422,46.2,134,6190.8,6879.7109202432175,11.399999999999975
0,300.7,311.7,1395,43.7,215,9395.5,6383.87335172714,11.0
0,299.3,309.3,1528,37.8,45,1700.9999999999998,6048.445504103356,10.0
0,303.5,312.9,1332,52.9,66,3491.4,7378.847161045563,9.399999999999975
0,300.8,312.3,1435,44.8,134,6003.2,6732.223617132686,11.5
0,303.0,311.3,1466,43.0,210,9030.0,6601.3239232331125,8.300000000000011
1,299.9,309.2,1353,49.8,182,9063.6,7055.954268109603,9.300000000000011
0,301.1,312.3,1534,39.0,129,5031.0,6264.964069788765,11.199999999999989
1,297.0,307.9,1422,53.0,115,6095.0,7892.309064348278,10.899999999999975
0,298.9,310.4,1739,26.3,30,789.0,4789.431304226224,11.5
1,302.0,310.9,1352,55.5,59,3274.5,7857.751545158791,8.899999999999977
0,297.3,308.8,1554,36.1,70,2527.0,5874.715430359841,11.5
2,297.5,308.4,1490,39.7,34,1349.8000000000002,6194.487674593235,10.899999999999975
1,302.1,310.6,1421,52.0,95,4940.0,7737.9521453019,8.5
0,302.3,311.8,1435,44.8,98,4390.4,6732.223617132686,9.5
2,296.9,307.7,1656,30.8,181,5574.8,5341.210165927222,10.800000000000011
1,298.9,309.8,1947,21.7,105,2278.5,4424.399181830114,10.900000000000034
0,295.8,306.5,1534,37.9,88,3335.2,6088.259954999851,10.699999999999989
0,299.1,310.1,1894,24.2,22,532.4,4799.809031958581,11.0
0,300.8,311.8,1427,43.3,180,7793.999999999999,6470.539421064169,11.0
0,300.9,312.1,1462,46.0,166,7636.0,7042.612971307359,11.200000000000044
0,300.4,311.2,1673,28.9,171,4941.9,5063.168744109014,10.800000000000011
0,300.2,309.8,1481,41.9,106,4441.4,6498.269212219855,9.600000000000025
2,298.1,308.4,1515,43.8,6,262.79999999999995,6948.888790475264,10.299999999999956
1,302.4,310.3,1378,54.3,165,8959.5,7835.69756473059,7.900000000000034
0,298.9,309.1,1452,45.5,196,8918.0,6918.415341735442,10.200000000000044
0,298.4,309.6,1655,30.2,146,4409.2,5233.998080635715,11.200000000000044
1,300.9,312.0,1402,50.7,185,9379.5,7443.626801562585,11.100000000000025
1,301.3,311.0,1495,40.8,148,6038.4,6387.486183278767,9.699999999999989
1,299.0,310.2,1298,57.2,10,572.0,7774.981050712212,11.199999999999989
1,299.7,310.2,1440,42.8,30,1284.0,6454.087947534871,10.5
0,303.6,311.8,1222,66.8,148,9886.4,8548.231722515779,8.199999999999989
1,300.4,309.8,1435,43.6,203,8850.800000000001,6551.896198816633,9.400000000000034
1,298.8,308.6,1571,33.7,61,2055.7000000000003,5544.1465793736115,9.800000000000011
1,302.0,310.8,1445,46.3,17,787.0999999999999,7006.118136648158,8.800000000000011
1,297.4,309.1,1582,35.9,180,6462.0,5947.4328283149325,11.700000000000044
1,303.7,312.8,1634,33.8,63,2129.3999999999996,5783.588299454713,9.100000000000025
1,301.4,310.6,1630,30.3,2,60.6,5172.003985604877,9.200000000000044
0,299.6,310.6,1642,35.1,149,5229.900000000001,6035.439310517496,11.0
1,298.8,308.8,1497,46.8,72,3369.6,7336.624155781315,10.0
1,301.7,310.7,1442,41.1,89,3657.9,6206.34195087278,9.0
1,297.4,308.8,1628,37.4,144,5385.599999999999,6376.092673921748,11.400000000000034
0,298.8,309.7,1740,28.5,152,4332.0,5193.052656383928,10.899999999999975
2,297.7,307.2,1429,44.1,26,1146.6,6599.323775910327,9.5
1,302.7,311.7,1759,29.9,5,149.5,5507.641272738898,9.0
0,297.4,308.7,1468,46.6,94,4380.400000000001,7163.752784029782,11.300000000000011
2,298.2,308.8,1837,28.4,34,965.6,5463.313400396745,10.600000000000025
1,297.6,309.7,1541,33.7,165,5560.500000000001,5438.274906947636,12.099999999999966
0,297.3,308.1,1568,34.4,194,6673.599999999999,5648.499815350352,10.800000000000011
0,302.8,312.4,1590,34.4,64,2201.6,5727.7517260249115,9.599999999999966
0,297.9,309.0,1583,36.7,104,3816.8,6083.809365407267,11.100000000000025
0,300.8,309.7,1519,35.8,14,501.19999999999993,5694.681227358122,8.899999999999977
2,300.4,311.3,2026,20.3,26,527.8000000000001,4306.893144610343,10.900000000000034
0,299.3,308.6,1744,26.4,33,871.1999999999999,4821.465077317328,9.300000000000011
0,299.1,308.1,1479,40.7,10,407.0,6303.637075354456,9.0
0,301.4,310.7,1436,54.1,90,4869.0,8135.426447834081,9.300000000000011
0,300.6,310.5,1509,43.1,31,1336.1,6810.752961496921,9.899999999999975
0,300.7,312.3,1548,37.9,58,2198.2,6143.824257066342,11.600000000000025
2,297.8,307.8,1662,30.7,48,1473.6,5343.157953372448,10.0
0,299.8,309.3,1386,49.4,116,5730.4,7169.994081434912,9.5
0,300.3,309.9,1540,39.9,203,8099.7,6434.610073082615,9.599999999999966
1,300.8,310.8,1415,44.5,87,3871.5,6593.941180497177,10.0
0,299.4,310.9,1751,27.8,10,278.0,5097.527295763775,11.5
0,301.7,311.2,1482,43.6,154,6714.400000000001,6766.48792100784,9.5
0,303.7,312.4,1348,51.0,152,7752.0,7199.2737249663705,8.699999999999989
0,297.5,308.3,1544,40.8,37,1509.6,6596.84191771399,10.800000000000011
0,297.5,308.7,1456,44.7,29,1296.3000000000002,6815.496766403841,11.199999999999989
0,298.5,308.7,1575,33.9,128,4339.2,5591.249525226434,10.199999999999989
0,296.1,306.7,1409,42.8,134,5735.2,6315.145776442106,10.599999999999966
0,298.5,309.4,1418,45.1,148,6674.8,6697.016835461458,10.899999999999975
0,300.3,309.3,1345,53.5,192,10272.0,7535.371779022917,9.0
0,300.6,312.0,1406,55.1,136,7493.6,8112.702260973115,11.399999999999975
1,302.5,311.0,1463,43.1,181,7801.1,6603.135574996683,8.5
0,301.1,312.3,1587,34.5,115,3967.5,5733.563672434052,11.199999999999989
0,302.8,312.3,1504,40.3,204,8221.199999999999,6347.190021508722,9.5
0,297.5,308.9,1459,48.5,193,9360.5,7410.126951899804,11.399999999999975
0,298.3,309.0,1471,48.3,91,4395.3,7440.265297423243,10.699999999999989
0,302.2,311.5,1427,43.8,88,3854.4,6545.256966342046,9.300000000000011
1,299.6,310.2,1620,30.0,70,2100.0,5089.380098815465,10.599999999999966
0,302.3,310.9,1377,46.8,166,7768.799999999999,6748.518011029306,8.599999999999966
0,301.9,310.9,1574,31.4,27,847.8,5175.627289132016,9.0
0,297.8,307.6,1446,51.4,105,5397.0,7783.23296741564,9.800000000000011
0,301.6,310.9,1706,29.5,193,5693.5,5270.231115907117,9.299999999999956
0,300.2,311.5,1685,31.0,193,5983.0,5470.036408675428,11.300000000000011
0,300.9,310.5,1570,40.1,79,3167.9,6592.841623068421,9.600000000000025
0,297.9,308.4,1646,40.6,175,7105.0,6998.169907234576,10.5
0,302.0,310.0,1664,28.6,190,5434.0,4983.655034046656,8.0
1,301.3,310.0,1593,30.8,210,6468.0,5138.011953093035,8.699999999999989
0,297.8,308.4,1685,28.4,179,5083.599999999999,5011.259161496198,10.599999999999966
0,297.5,309.2,1715,28.0,30,840.0,5028.642640846063,11.699999999999989
0,299.7,309.2,1781,29.6,201,5949.6,5520.5741624961765,9.5
1,298.0,308.1,1552,36.6,190,6954.0,5948.417194013058,10.100000000000025
0,302.4,311.2,1450,47.9,154,7376.599999999999,7273.310591835969,8.800000000000011
1,298.8,310.6,1640,33.8,9,304.2,5804.825465792979,11.800000000000011
0,297.7,308.7,1829,24.9,17,423.2999999999999,4769.157559635058,11.0
0,296.5,307.4,1523,40.7,85,3459.5000000000005,6491.169212822743,10.899999999999975
1,298.1,307.8,1316,57.2,191,10925.2,7882.800510583413,9.699999999999989
0,302.3,311.7,1281,48.8,0,0.0,6546.325107844267,9.399999999999975
2,296.4,307.4,1586,35.5,0,0.0,5896.036372502204,11.0
0,303.8,312.6,1577,41.3,134,5534.2,6820.408122918952,8.800000000000011
1,296.9,307.9,1441,47.6,60,2856.0,7182.895555265655,11.0
0,297.4,308.7,2874,4.2,118,495.6,1264.0512200983894,11.300000000000011
0,300.2,311.3,1487,36.9,71,2619.9,5746.004379342267,11.100000000000025
1,301.9,310.6,1412,46.5,89,4138.5,6875.689681646621,8.700000000000045
1,299.4,308.7,1289,60.5,104,6292.0,8166.517743129108,9.300000000000011
0,301.6,311.0,1431,42.6,158,6730.8,6383.7791039475305,9.399999999999975
0,298.8,309.1,1418,46.3,133,6157.9,6875.20797077307,10.300000000000011
0,298.7,309.9,1753,26.8,40,1072.0,4919.775983423664,11.199999999999989
2,303.1,312.8,1435,41.9,115,4818.5,6296.432356202223,9.699999999999989
0,297.5,308.8,1417,49.8,177,8814.6,7389.717071626982,11.300000000000011
0,300.4,309.8,1342,52.5,68,3570.0,7378.030346955628,9.400000000000034
0,297.3,308.1,1566,35.7,156,5569.200000000001,5854.483573670723,10.800000000000011
1,300.3,311.5,1528,40.9,76,3108.4,6544.482040154161,11.199999999999989
0,302.4,310.2,1400,53.7,175,9397.5,7872.831189896022,7.800000000000011
1,303.4,311.5,1817,24.7,125,3087.5,4699.812137794818,8.100000000000023
2,298.4,307.7,1626,31.1,166,5162.6,5295.531408744028,9.300000000000011
1,302.0,310.4,1567,36.4,114,4149.599999999999,5973.089168319249,8.399999999999977
0,301.1,311.1,1387,53.1,188,9982.8,7712.578548636406,10.0
2,301.6,310.6,1821,26.2,171,4480.2,4996.200460709992,9.0
1,296.9,307.8,1544,40.3,150,6045.0,6515.998266761613,10.900000000000034
2,298.6,308.2,1555,36.8,36,1324.8,5992.48326696741,9.599999999999966
0,301.5,310.6,1519,40.7,208,8465.6,6474.120836689262,9.100000000000025
0,295.6,306.1,1389,46.2,113,5220.6,6720.055181587783,10.5
0,300.7,310.1,1542,35.5,191,6780.5,5732.464115005295,9.400000000000034
0,300.6,310.7,1455,40.6,82,3329.2000000000003,6186.110094183662,10.099999999999966
0,300.4,310.6,1384,48.7,24,1168.8000000000002,7058.195270869165,10.200000000000044
0,298.3,308.1,1672,41.3,0,0.0,7231.276082130937,9.800000000000011
0,304.0,313.1,1465,41.0,69,2829.0,6289.992091262364,9.100000000000025
1,303.2,311.5,1336,58.2,2,116.4,8142.505503280169,8.300000000000011
0,301.2,311.2,1558,34.1,204,6956.400000000001,5563.53020604626,10.0
0,299.0,310.1,1531,36.0,57,2052.0,5771.734023175169,11.100000000000025
1,297.9,307.5,1642,32.4,126,4082.4,5571.174748169996,9.600000000000025
1,303.4,311.9,1419,50.9,39,1985.1,7563.604225003177,8.5
0,301.8,310.1,1738,28.0,58,1624.0,5096.082163143123,8.300000000000011
1,300.3,311.9,1429,41.6,184,7654.400000000001,6225.212450745343,11.599999999999966
1,302.8,310.8,1451,44.7,32,1430.4,6792.091901134598,8.0
0,302.7,310.7,1977,20.0,21,420.0,4140.619117431347,8.0
0,299.8,309.5,1476,44.4,14,621.6,6862.746319913831,9.699999999999989
1,298.9,310.6,1720,25.3,197,4984.1,4556.984863787115,11.700000000000044
0,301.5,311.1,1469,49.5,107,5296.5,7614.74935340362,9.600000000000025
2,303.3,311.8,1649,29.4,49,1440.6,5076.876560054177,8.5
0,298.3,309.4,1378,52.3,12,627.5999999999999,7547.089919620807,11.099999999999966
0,301.8,310.7,1680,32.4,76,2462.4,5700.105710673321,8.899999999999977
0,298.4,309.5,1357,50.1,125,6262.5,7119.445855638653,11.100000000000025
0,302.8,311.1,1456,36.1,89,3212.9,5504.237880697508,8.300000000000011
0,303.7,312.7,1426,45.5,192,8736.0,6794.531871428885,9.0
0,301.3,310.8,1719,29.5,62,1829.0,5310.3911419955075,9.5
1,298.1,307.8,1503,44.7,54,2413.8,7035.502499934735,9.699999999999989
1,301.6,310.6,1924,23.6,181,4271.6,4754.9470888653195,9.0
1,298.0,309.0,1409,49.1,85,4173.5,7244.711626712791,11.0
0,300.3,311.6,1709,29.5,27,796.5,5279.498814235208,11.300000000000011
0,300.0,309.9,1507,41.4,74,3063.6,6533.444577964548,9.899999999999975
0,300.7,309.6,1541,34.6,131,4532.6,5583.5107353230915,8.900000000000034
0,300.1,309.4,1694,27.4,44,1205.6,4860.630265732079,9.299999999999956
1,299.0,308.4,1535,47.5,163,7742.5,7635.379145162193,9.399999999999975
0,298.8,309.9,1320,47.4,210,9954.0,6552.105638326872,11.099999999999966
1,297.5,308.3,1476,45.6,31,1413.6,7048.225950181773,10.800000000000011
2,298.8,309.0,1497,43.8,147,6438.599999999999,6866.327735538923,10.199999999999989
0,298.4,309.2,1610,32.4,194,6285.599999999999,5462.6013060619325,10.800000000000011
2,300.3,309.9,1405,52.1,205,10680.5,7665.5384346366545,9.599999999999966
1,303.4,312.8,1518,38.7,103,3986.1,6151.929566112605,9.400000000000034
1,299.5,309.0,1701,28.6,98,2802.8,5094.469478914281,9.5
1,299.4,308.9,1457,41.5,201,8341.5,6331.932353187788,9.5
1,301.7,311.0,1311,46.8,136,6364.799999999999,6425.059631415701,9.300000000000011
2,299.1,310.4,1369,54.5,104,5668.0,7813.193289355375,11.299999999999956
0,298.5,308.1,1662,28.6,48,1372.8000000000002,4977.665064053813,9.600000000000025
2,302.2,311.1,1426,50.6,101,5110.6,7556.116762512123,8.900000000000034
2,300.5,309.4,1502,34.3,40,1372.0,5395.015176107703,8.899999999999977
1,299.2,309.0,1881,23.9,137,3274.2999999999997,4707.770839183912,9.800000000000011
0,304.2,313.4,1644,31.7,23,729.1,5457.449094110044,9.199999999999989
0,298.3,308.1,1528,33.9,82,2779.7999999999997,5424.39953939428,9.800000000000011
1,298.6,309.6,1525,42.4,2,84.8,6771.179366037201,11.0
0,299.0,308.7,1706,28.6,206,5891.6,5109.444403896393,9.699999999999989
0,298.2,307.8,1521,42.9,60,2574.0,6833.058269337407,9.600000000000025
0,299.1,308.3,1524,34.1,128,4364.8,5442.118121960527,9.199999999999989
0,297.5,308.2,1563,38.2,15,573.0,6252.460531027478,10.699999999999989
0,300.5,311.5,1490,38.4,67,2572.7999999999997,5991.645508926453,11.0
0,301.0,311.4,1573,37.6,103,3872.8,6193.628972601253,10.399999999999975
0,297.2,307.9,1326,75.4,172,12968.8,10469.923004765633,10.699999999999989
0,298.9,309.8,1396,49.0,13,637.0,7163.250129205207,10.900000000000034
0,298.7,308.5,1616,30.2,34,1026.8,5110.659153055779,9.800000000000011
0,298.2,309.0,1643,34.1,91,3103.1,5867.060416260594,10.800000000000011
0,301.6,310.1,1362,55.8,70,3906.0,7958.659501192094,8.5
0,297.4,308.6,1488,36.4,71,2584.4,5671.957040497156,11.200000000000044
1,301.8,310.6,1552,35.9,97,3482.2999999999997,5834.649652051059,8.800000000000011
0,298.0,308.7,1462,48.2,204,9832.8,7379.433591674233,10.699999999999989
0,298.9,310.2,1623,37.2,177,6584.400000000001,6322.51804720253,11.300000000000011
0,299.3,308.6,1433,37.7,42,1583.4,5657.390522560012,9.300000000000011
0,297.4,308.1,1348,57.4,66,3788.4,8102.711996334698,10.700000000000044
2,298.6,309.7,1672,27.5,54,1485.0,4815.014340401956,11.099999999999966
0,300.7,311.0,1312,52.1,107,5574.7,7158.139805155367,10.300000000000011
0,296.2,307.1,1441,41.7,3,125.1,6292.57866921382,10.900000000000034
1,301.7,310.7,1861,21.8,84,1831.2,4248.459521253573,9.0
1,300.9,311.4,1532,41.5,126,5229.0,6657.872590997728,10.5
0,303.0,311.2,1755,30.4,205,6232.0,5587.008375144088,8.199999999999989
1,301.9,311.0,1384,47.4,121,5735.4,6869.783487457871,9.100000000000025
1,300.7,309.5,1633,31.3,90,2817.0,5352.5303714556585,8.800000000000011
1,298.9,309.8,2450,13.9,89,1237.1,3566.2312606000132,10.900000000000034
1,297.6,309.6,1530,37.3,10,373.0,5976.251704923863,12.0
0,300.3,310.3,1345,46.3,50,2315.0,6521.265670444132,10.0
0,302.1,310.1,1543,35.8,164,5871.2,5784.656440956934,8.0
0,299.5,309.1,1336,42.1,217,9135.7,5890.025458558335,9.600000000000025
1,301.9,311.0,1467,48.1,43,2068.3,7389.308664582016,9.100000000000025
0,300.2,309.8,1650,29.6,13,384.8,5114.512840044184,9.600000000000025
0,303.1,312.5,1453,49.1,140,6874.0,7470.948185673304,9.399999999999975
0,302.4,311.4,1564,35.0,122,4270.0,5732.359395250175,9.0
2,302.0,309.9,1735,27.2,192,5222.4,4941.934683606984,7.899999999999977
1,298.9,310.4,1533,44.4,24,1065.6,7127.771076170666,11.5
1,297.9,309.0,1970,21.6,37,799.2,4456.035019851762,11.100000000000025
0,299.3,308.6,1314,48.2,65,3133.0,6632.404746552627,9.300000000000011
1,298.7,310.3,1495,38.7,88,3405.6000000000004,6058.718512080596,11.600000000000025
0,300.8,310.6,1416,42.2,225,9495.0,6257.549911126293,9.800000000000011
0,302.7,312.4,1477,46.3,251,11621.3,7161.270925833445,9.699999999999989
0,298.1,307.7,1495,48.1,111,5339.1,7530.345230777175,9.599999999999966
0,300.8,310.6,1551,34.5,153,5278.5,5603.501736575435,9.800000000000011
0,299.8,309.4,2256,15.9,201,3195.9,3756.339504044244,9.599999999999966
2,303.0,312.2,1624,28.8,117,3369.6,4897.868610652631,9.199999999999989
1,297.5,308.8,1471,52.3,152,7949.599999999999,8056.436336547322,11.300000000000011
1,296.9,308.4,1450,46.9,186,8723.4,7121.466946912463,11.5
0,298.2,308.4,1310,61.0,189,11529.0,8368.155631612013,10.199999999999989
1,298.1,307.7,1424,47.7,103,4913.1,7113.068422551866,9.599999999999966
2,298.9,309.9,1376,51.0,32,1632.0,7348.813535277243,11.0
0,298.4,309.2,1345,52.7,196,10329.2,7422.693322514165,10.800000000000011
1,303.8,312.9,1815,27.8,66,1834.8,5283.844684072673,9.099999999999966
2,296.7,307.9,1424,53.8,133,7155.4,8022.706103423278,11.199999999999989
2,301.3,311.0,1580,36.6,184,6734.400000000001,6055.733999059685,9.699999999999989
0,297.2,308.4,1460,42.1,41,1726.1,6436.7044681850075,11.199999999999989
0,298.0,308.3,1473,42.6,107,4558.2,6571.143689807626,10.300000000000011
2,302.5,312.0,1579,35.7,167,5961.900000000001,5903.084012021758,9.5
0,298.6,309.5,1483,43.2,92,3974.4,6708.933943594076,10.899999999999975
1,299.0,310.0,1338,56.4,29,1635.6,7902.487824545909,11.0
0,302.3,310.8,1511,48.1,24,1154.4,7610.937554317265,8.5
0,300.5,311.4,1556,45.3,58,2627.3999999999996,7381.3604351684335,10.899999999999975
0,302.5,312.0,1383,51.3,190,9747.0,7429.646714254109,9.5
0,301.5,310.7,1435,38.5,224,8624.0,5785.504670973403,9.199999999999989
1,298.6,310.1,1444,48.1,39,1875.9,7273.4571994931375,11.5
0,300.5,311.9,1576,31.1,149,4633.900000000001,5132.692189532957,11.399999999999975
0,298.2,307.8,2029,19.9,96,1910.4,4228.280024442015,9.600000000000025
0,296.6,307.4,1465,47.8,187,8938.6,7333.210291764414,10.799999999999956
0,300.4,311.1,2013,20.1,195,3919.500000000001,4237.097427823091,10.700000000000044
0,301.5,311.0,1494,45.3,99,4484.7,7087.244530939357,9.5
2,299.2,308.4,1388,53.2,59,3138.8,7732.67426964387,9.199999999999989
1,300.7,311.7,2097,18.9,232,4384.799999999999,4150.389470584011,11.0
0,299.4,309.0,1436,47.9,75,3592.5,7203.085524052725,9.600000000000025
0,300.3,311.9,1609,34.0,177,6018.0,5728.798923576107,11.599999999999966
1,300.1,310.1,1443,49.3,61,3007.2999999999997,7449.7529072370835,10.0
1,297.0,308.0,1408,47.9,54,2586.6,7062.635388486237,11.0
0,300.7,311.1,1427,50.3,137,6891.099999999999,7516.58505495445,10.400000000000034
0,299.9,310.5,1539,32.8,213,6986.4,5286.16946263633,10.600000000000025
2,299.0,310.2,1744,31.5,0,0.0,5752.88446725363,11.199999999999989
0,299.7,310.3,1495,43.1,101,4353.1,6747.565061257717,10.600000000000025
0,298.2,308.9,1444,53.1,83,4407.3,8029.533831457082,10.699999999999989
1,300.3,311.5,1400,43.8,0,0.0,6421.415383937537,11.199999999999989
0,300.0,309.6,1452,46.0,51,2346.0,6994.441883952315,9.600000000000025
2,300.9,311.2,1518,35.0,90,3150.0,5563.760589507524,10.300000000000011
1,303.5,312.9,1618,30.4,130,3952.0,5150.8715390217285,9.399999999999975
0,300.5,311.4,1611,32.7,44,1438.8000000000002,5516.605283777141,10.899999999999975
1,300.7,310.8,1486,41.2,71,2925.2000000000003,6411.2785116419545,10.100000000000025
1,299.8,310.0,1632,33.7,172,5796.400000000001,5759.418979973096,10.199999999999989
1,297.4,308.4,1675,29.5,59,1740.5,5174.464899850189,11.0
1,297.9,309.6,1515,38.8,124,4811.2,6155.63664544384,11.700000000000044
1,300.3,311.9,1677,30.8,48,1478.4,5408.942903538618,11.599999999999966
1,302.6,310.2,1631,31.0,100,3100.0,5294.735538605118,7.599999999999966
0,301.2,309.9,1687,29.7,30,891.0,5246.868138539921,8.699999999999989
0,302.2,311.2,1630,36.0,169,6084.0,6144.955230421635,9.0
0,297.3,308.3,1494,38.2,14,534.8000000000001,5976.440200483079,11.0
0,299.4,310.8,1391,48.9,139,6797.099999999999,7123.027271263744,11.400000000000034
1,301.3,311.0,1410,52.7,161,8484.7,7781.410843676558,9.699999999999989
1,300.0,311.4,1533,42.6,180,7668.0,6838.807383893478,11.399999999999975
1,301.9,310.9,1317,51.9,40,2076.0,7157.8361178655205,9.0
0,300.0,310.2,1760,26.9,193,5191.7,4957.852086385173,10.199999999999989
1,299.2,308.4,1538,38.0,98,3724.0,6120.241368213396,9.199999999999989
0,303.3,311.4,1511,43.4,65,2821.0,6867.249269383976,8.099999999999966
0,300.9,310.4,1454,43.1,43,1853.3,6562.514781985767,9.5
1,297.4,308.6,1643,31.0,89,2759.0,5333.691287509631,11.200000000000044
1,301.0,310.6,1698,27.3,14,382.2,4854.326136473876,9.600000000000025
0,302.8,312.4,1368,49.5,10,495.0,7091.202937682881,9.599999999999966
0,302.5,310.2,1329,50.6,148,7488.8,7042.13126043381,7.699999999999989
2,298.3,308.9,1706,31.8,8,254.4,5681.130491045638,10.599999999999966
1,299.0,310.1,1705,30.1,84,2528.4,5374.270192618499,11.100000000000025
0,302.2,311.5,1482,45.6,87,3967.2,7076.877275182512,9.300000000000011
1,300.6,310.7,1705,31.2,181,5647.2,5570.672093345421,10.099999999999966
1,298.9,310.1,1655,31.5,172,5418.0,5459.302633775663,11.200000000000044
0,298.7,309.7,1547,37.4,0,0.0,6058.85464776225,11.0
1,300.7,310.5,1594,31.0,196,6076.0,5174.621979482868,9.800000000000011
1,303.0,312.3,1483,38.8,114,4423.2,6025.61659748727,9.300000000000011
0,298.0,308.8,1581,36.1,73,2635.3,5976.7857756749745,10.800000000000011
0,299.4,309.3,1448,48.6,44,2138.4,7369.422383084793,9.900000000000034
0,300.9,311.0,1316,56.5,120,6780.0,7786.332672167182,10.100000000000025
0,299.2,310.3,1440,47.0,21,987.0,7087.433026498574,11.100000000000025
0,298.6,309.4,1667,35.6,185,6586.0,6214.6148115272335,10.799999999999956
0,297.5,308.8,1603,36.7,184,6752.8,6160.673665665096,11.300000000000011
1,297.2,307.9,1456,44.9,85,3816.5,6845.991159094686,10.699999999999989
1,302.3,311.7,1423,44.6,93,4147.8,6646.123034473303,9.399999999999975
2,300.9,312.0,1720,27.9,202,5635.799999999999,5025.291608682233,11.100000000000025
0,301.1,309.6,1502,48.9,160,7824.0,7691.435630077747,8.5
2,300.6,311.7,1427,44.6,87,3880.2,6664.805038786651,11.099999999999966
0,297.4,308.3,1431,43.0,113,4859.0,6443.720691778025,10.900000000000034
0,298.6,309.7,1294,59.4,104,6177.599999999999,8049.13736961548,11.099999999999966
2,298.0,307.4,1606,35.2,195,6864.000000000001,5919.93342062051,9.399999999999975
