Type,Rotational speed _rpm_,Tool wear _min_,Strain _minNm_,Power _W_,Temperature Difference _K_
1,1509,2,94.6,7474.4458254943,11.100000000000023
0,1662,0,0.0,5691.246419390198,10.300000000000011
0,1780,35,976.5,5200.592478752544,10.5
0,1563,51,1672.8,5368.6048538665245,11.799999999999955
1,1713,50,1175.0,4215.546102219464,9.199999999999989
2,1777,151,4152.5,5117.392633309974,10.800000000000011
0,1585,50,1614.9999999999998,5361.180223228541,11.100000000000023
1,1399,125,5650.0,6621.932771040662,10.800000000000011
1,1547,150,5205.0,5621.450702602944,10.900000000000034
0,1376,74,3219.0,6268.1056624423545,9.5
0,1542,108,4158.0,6216.897702188841,9.0
0,2595,207,2835.8999999999996,3722.9443741365844,9.100000000000023
0,1663,67,1889.3999999999999,4911.0004679446365,11.0
1,1487,175,8067.5,7178.612517281261,9.5
0,1487,162,6058.8,5823.863517273735,10.700000000000045
0,1476,20,746.0,5765.325174161844,9.099999999999966
1,1407,157,8022.7,7529.109537666762,9.799999999999955
1,1700,200,6260.0,5572.138169917097,11.899999999999977
0,1439,17,848.3,7519.5172080978,11.5
0,1529,157,6625.400000000001,6756.916535389903,10.899999999999977
1,1381,201,11738.4,8445.690138302607,8.5
0,1331,143,7121.4,6941.223304400505,11.199999999999989
1,1338,56,2777.6,6949.705604565197,11.200000000000045
0,1484,158,8405.6,8267.499002990995,11.300000000000011
0,1703,5,130.5,4654.615091485174,11.099999999999966
1,2083,205,3731.0,3969.988748439374,11.199999999999989
0,1732,109,2801.2999999999997,4661.327627788343,10.099999999999966
0,1525,175,6895.0,6292.086486364758,9.899999999999977
1,1547,66,2699.4,6625.859761857649,11.300000000000011
0,1378,190,9709.0,7373.925332554939,9.899999999999977
1,2219,79,1319.3,3880.6313813957677,9.599999999999966
0,1481,93,3757.2,6265.634276221532,9.300000000000011
0,1546,156,5163.6,5358.7821408363025,8.800000000000011
0,1683,131,3890.7,5234.427431631705,9.099999999999966
0,1352,24,1360.8000000000002,8027.6488758649275,10.400000000000034
0,1462,7,326.90000000000003,7149.783168696819,9.800000000000011
0,1457,82,3911.4,7277.907789085723,10.099999999999966
0,1439,30,1317.0,6615.366842394659,8.0
0,1524,214,8324.6,6208.164074611862,11.300000000000011
1,1629,0,0.0,6021.773382474379,11.299999999999955
1,1501,157,5966.0,5973.005392515154,9.5
2,1656,64,1676.8,4543.496959327702,9.5
2,1512,138,4843.8,5557.603067906488,10.599999999999966
0,1475,187,9537.0,7877.543578876406,10.399999999999977
0,1503,134,6003.2,7051.241879129218,9.300000000000011
0,1344,151,8199.3,7642.363952828674,9.700000000000045
1,1571,228,7888.8,5692.209841137299,9.699999999999989
0,1675,72,2145.6,5227.086576797817,11.800000000000011
0,1416,151,7957.700000000001,7814.523230245395,10.199999999999989
0,1442,110,4829.0,6629.1584341439175,11.699999999999989
2,1448,163,7465.4,6944.846607927644,9.199999999999989
0,1403,43,2051.1,7008.1706438485035,11.899999999999977
0,1802,192,5068.799999999999,4981.811966356549,9.0
0,1413,43,1775.8999999999999,6111.120277542473,11.299999999999955
1,1400,205,9942.5,7110.471372624898,11.599999999999966
2,1530,53,2029.8999999999999,6136.472930256942,11.199999999999989
1,1499,211,8440.0,6278.9965169748,9.800000000000011
1,1531,161,6118.0,6092.385913351566,7.899999999999977
1,1433,139,6713.7,7248.062658876619,11.899999999999977
1,1429,191,8251.2,6464.643698850933,7.899999999999977
1,1875,155,3704.5,4692.754026299754,9.0
2,1916,42,924.0,4414.147117803898,9.899999999999977
1,1497,57,2553.6,7023.093208953053,11.100000000000023
1,1420,88,4576.0,7732.506718035677,8.899999999999977
1,1430,189,10111.5,8011.5848654295705,9.0
2,1605,18,558.0,5210.331415978671,9.5
0,1456,118,5203.8,6724.013588331306,11.400000000000034
0,2153,98,1499.4,3449.5629814212007,11.100000000000023
0,1433,86,4626.8,8073.411408852217,10.300000000000011
1,1576,188,6448.4,5660.814858552423,10.5
0,1390,168,8635.199999999999,7481.807624279212,9.599999999999966
0,1567,95,3429.5,5923.860411437498,9.199999999999989
0,1972,175,3850.0,4543.161856111319,9.300000000000011
1,1980,20,430.0,4457.919975443917,9.0
1,1396,13,633.1,7119.393495761093,9.199999999999989
0,1501,128,5632.0,6916.11150712281,9.399999999999977
0,1453,119,4486.3,5736.349217920235,9.800000000000011
1,1511,30,1335.0,7041.303974368363,11.399999999999977
0,1489,96,4233.6,6876.412247956948,11.100000000000023
1,1522,56,2587.2000000000003,7363.516188896045,10.099999999999966
1,1512,159,5867.099999999999,5842.608353440153,9.599999999999966
1,1415,194,10320.800000000001,7883.093725897748,11.099999999999966
1,1488,43,1892.0,6856.211807194365,9.599999999999966
1,1466,83,3278.5,6064.006859714138,9.100000000000023
0,1802,197,5122.0,4906.329966866299,10.600000000000023
1,1540,91,3130.4,5547.633747219096,9.900000000000034
0,1616,121,4416.5,6176.790035978012,9.300000000000011
0,1424,140,5992.0,6382.375859228928,7.800000000000011
2,1548,40,1772.0,7181.303814987836,9.600000000000023
0,1309,77,4435.2,7895.701984414157,9.300000000000011
0,1651,42,1239.0,5100.323313225469,11.199999999999989
2,1442,61,3001.2000000000003,7429.489634621431,9.400000000000034
1,1694,115,3795.0,5854.04375069922,11.0
0,1379,111,4806.299999999999,6252.889882023469,9.800000000000011
0,1918,28,607.6,4358.499039933312,9.899999999999977
0,1553,44,1817.1999999999998,6716.609901644346,11.5
1,1670,89,2340.7000000000003,4599.396364610578,11.399999999999977
1,1510,146,6935.0,7511.024435957597,11.400000000000034
1,1685,66,1861.2,4975.9686040208735,9.0
0,2144,190,3363.0,3973.989043084944,11.300000000000011
0,1456,59,2501.6,6464.8112504591245,9.899999999999977
1,1365,70,3500.0,7147.123286916779,9.0
0,2035,40,784.0,4176.85215270275,10.599999999999966
1,1595,29,933.8000000000001,5378.301903190607,11.0
0,1479,214,9501.6,6876.694991295769,9.399999999999977
0,1782,116,3120.3999999999996,5019.8252374649865,10.5
2,1516,83,3021.2,5778.687414915114,9.300000000000011
0,1287,49,2685.2,7385.633001177315,10.599999999999966
0,1425,48,2174.3999999999996,6759.921992361837,10.0
1,1516,158,5324.6,5350.048513259322,8.900000000000034
2,1430,174,8665.199999999999,7457.512641091451,9.100000000000023
0,1514,177,7876.5,7055.284061676838,11.199999999999989
0,1588,126,4737.6,6252.690914488742,10.800000000000011
0,1440,41,2095.1,7705.698460725045,9.900000000000034
0,1450,57,2895.6,7713.657162114138,9.699999999999989
0,1362,117,6072.3,7402.409105947487,9.699999999999989
0,1499,46,1642.2,5604.00439140001,9.399999999999977
1,1610,166,4830.6,4906.225247111181,8.900000000000034
0,1489,35,1340.5,5972.03149879254,9.300000000000011
0,1307,86,4644.0,7390.910876835347,7.699999999999989
1,1618,115,4220.5,6218.3218908584695,9.400000000000034
0,1529,53,1733.1000000000001,5235.809732399285,9.900000000000034
0,1395,24,1142.4,6953.601179455649,10.900000000000034
1,1375,157,7583.099999999999,6954.700736884404,10.699999999999989
1,1488,172,7103.599999999999,6435.489719025619,9.300000000000011
1,1622,18,577.8000000000001,5452.35971401123,10.0
0,1546,23,989.0,6961.559880844742,9.300000000000011
0,1716,66,1874.3999999999999,5103.4544339035465,10.900000000000034
0,1501,203,10150.0,7859.217621730466,10.5
1,1342,203,9845.5,6815.894701473296,11.299999999999955
0,1489,109,3978.5,5691.3616111208285,10.800000000000011
0,1318,146,8497.2,8032.801087816814,11.899999999999977
0,1453,84,3284.4,5949.370143784647,9.299999999999955
0,1347,43,2356.4,7729.951556010757,10.699999999999989
1,2678,86,920.1999999999999,3000.702695051803,10.300000000000011
0,1475,222,8991.0,6255.696371460676,10.900000000000034
1,1573,209,8130.099999999999,6407.770399845444,9.0
0,1453,129,5701.8,6725.3749451478625,9.0
0,1461,10,461.0,7053.095418794837,9.100000000000023
0,1464,215,8707.5,6209.043720554867,9.700000000000045
0,1499,65,2821.0,6812.711220917658,11.399999999999977
1,1350,69,3836.4,7860.264819281662,10.899999999999977
1,1799,137,3356.5,4615.575566776564,11.599999999999966
0,1702,203,5420.099999999999,4758.821719804747,10.5
0,1460,181,7620.1,6436.7044681850075,8.800000000000011
0,1543,61,2336.2999999999997,6188.612896331021,9.100000000000023
1,1441,116,5428.799999999999,7062.174621563711,11.0
1,1557,185,6308.5,5559.95926239668,9.5
0,1597,15,628.5,7007.24911000345,8.0
0,1858,22,495.0,4377.809362777377,9.5
1,1529,50,2150.0,6885.009739852271,9.199999999999989
0,1483,96,3984.0,6444.924968961901,11.399999999999977
0,1754,123,3616.2,5400.146444108567,10.899999999999977
0,1463,41,1566.2,5852.431066470379,11.299999999999955
1,1336,82,4460.8,7610.86425048868,10.0
0,1372,33,1904.1000000000001,8290.076582194795,11.0
0,1388,109,4392.7,5857.6461102753365,9.599999999999966
1,1443,68,3991.6000000000004,8870.192609631173,10.199999999999989
1,1495,214,7532.8,5510.772393416976,11.099999999999966
0,1469,4,184.0,7076.3327324558895,10.399999999999977
0,1418,73,3482.1000000000004,7083.09762863662,11.299999999999955
0,1740,136,3685.6000000000004,4937.9553329124365,10.699999999999989
1,1628,27,818.1,5165.657968444625,10.0
1,1466,27,1036.8,5895.135782608176,11.399999999999977
1,1314,45,2781.0,8503.788658442996,9.699999999999989
0,1742,7,181.29999999999998,4724.724967537785,10.099999999999966
2,1471,25,1207.5,7440.265297423243,9.099999999999966
0,1332,115,6118.0,7420.69317519138,11.900000000000034
0,1721,87,2610.0,5406.680956828033,8.300000000000011
0,1441,4,178.0,6715.1019371706225,10.899999999999977
1,1446,80,3664.0,6935.254278358684,10.800000000000011
0,1648,217,6618.5,5263.633771334579,9.699999999999989
2,1703,205,6437.0,5599.80512921971,10.799999999999955
0,1612,129,4244.099999999999,5553.791268820131,9.800000000000011
2,1324,169,9041.5,7417.71913414598,11.400000000000034
0,1449,60,2790.0,7055.860020329997,9.199999999999989
2,1556,62,2356.0,6191.869680715243,11.100000000000023
1,1636,153,5400.9,6047.649633964447,10.0
0,1415,0,0.0,6430.944881653426,9.399999999999977
1,1452,157,6923.7,6705.541023528199,9.300000000000011
0,1402,3,150.3,7355.536543555926,8.400000000000034
1,1582,161,5135.9,5284.766217917726,11.300000000000011
0,1545,18,660.6,5937.76719491739,8.599999999999966
0,1509,16,667.2,6589.522006831127,9.599999999999966
0,1523,152,7144.0,7495.944791220366,8.699999999999989
2,1547,186,6844.799999999999,5961.653771060182,9.699999999999989
0,1595,46,1485.8,5395.004704132191,9.699999999999989
0,1254,124,7601.2,8049.82851999927,9.700000000000045
0,1551,147,5747.7,6350.63530145216,9.800000000000011
0,1425,133,6104.7,6849.457382989146,9.599999999999966
0,1346,109,5177.5,6695.257543575447,8.400000000000034
1,1330,114,6315.599999999999,7715.960996726772,9.5
0,1485,100,4590.0,7137.855588588689,9.599999999999966
0,1633,0,0.0,4754.004611069243,9.899999999999977
0,1543,89,3088.3,5606.915600592337,10.399999999999977
2,1597,35,1270.5,6070.719396017308,9.599999999999966
2,1674,49,1646.4,5890.109234362431,9.200000000000045
1,1439,34,1309.0,5801.631513261831,11.0
2,1688,115,3496.0,5373.715177916365,7.800000000000011
0,1719,58,1583.4,4914.361972083978,11.100000000000023
1,1421,206,9476.0,6845.111513151681,9.5
0,1541,118,4389.6,6003.080906185521,9.899999999999977
0,2224,154,2464.0,3726.3477661779734,7.800000000000011
1,1451,189,8164.8,6564.169354116658,9.5
0,1567,74,2567.8,5694.126212655989,9.800000000000011
2,1420,82,4132.8,7494.583434403811,10.899999999999977
1,2370,144,2116.7999999999997,3648.3315486138267,10.800000000000011
0,1618,39,1353.3000000000002,5879.4487632912505,9.900000000000034
2,1503,5,181.5,5713.394647598005,10.699999999999989
0,1546,203,7998.2,6378.731611750763,11.399999999999977
0,1562,162,5572.8,5626.885657893654,9.0
1,1617,173,5466.8,5350.886271300279,9.400000000000034
0,1472,97,3501.7000000000003,5564.724011254625,11.300000000000011
2,1686,60,1746.0,5137.823457533819,11.799999999999955
0,1473,146,6759.799999999999,7141.876827185284,9.699999999999989
0,1571,139,5643.400000000001,6679.298252895212,9.300000000000011
1,1553,0,0.0,6326.29843036235,9.0
0,1661,129,3908.7000000000003,5270.367251588773,8.900000000000034
0,1578,46,1637.6000000000001,5882.820739406104,11.399999999999977
1,2179,59,961.7,3719.4048464135403,8.899999999999977
0,1446,88,4232.8,7283.531239935649,11.200000000000045
0,1489,33,1409.1000000000001,6658.113446434505,7.699999999999989
0,1641,35,1053.5,5172.5380563559875,9.5
0,1612,205,7257.0,5975.811881952361,9.300000000000011
1,1578,174,7047.0,6692.534829942336,9.400000000000034
1,1486,196,8663.2,6878.119179965396,10.099999999999966
0,1363,26,1183.0,6494.3526933783805,9.300000000000011
1,1519,133,4708.2,5631.053504147417,11.100000000000023
1,1533,26,988.0,6100.34461474066,9.0
1,1359,220,10714.0,6930.6989690109785,11.400000000000034
1,1589,91,3175.9,5807.349211891365,8.800000000000011
0,1562,137,5151.2,6150.316881883762,10.899999999999977
1,1459,87,3097.2000000000003,5439.185968817177,9.399999999999977
1,1625,89,2830.2000000000003,5411.393345808418,11.199999999999989
0,2194,27,453.6,3859.886397906564,11.800000000000011
0,1609,116,4199.200000000001,6099.48591274868,11.200000000000045
2,1480,19,756.1999999999999,6168.412455568438,11.0
0,1515,54,1976.4,5806.605701630015,10.0
0,1664,144,4550.400000000001,5506.416051603998,10.199999999999989
0,1653,119,3605.7000000000003,5244.983182947767,11.300000000000011
0,1686,25,812.5,5738.118981781757,9.0
0,1517,117,4282.2,5814.271187704774,11.0
0,1477,72,3592.7999999999997,7718.086807755701,10.199999999999989
2,1352,69,3588.0,7362.217663932561,9.400000000000034
0,1418,46,2056.2000000000003,6637.619790357587,9.199999999999989
0,1406,112,5152.0,6772.854882119116,8.900000000000034
1,1392,133,6477.1,7098.994087463784,10.899999999999977
0,1616,195,6064.5,5262.963564901814,10.800000000000011
1,1435,126,6501.6,7754.078987590327,10.599999999999966
0,1268,53,3180.0,7967.078969503715,10.199999999999989
0,1520,76,2561.2000000000003,5364.164736249453,9.300000000000011
2,1694,111,3429.8999999999996,5481.513693836543,10.900000000000034
0,1605,78,2886.0,6218.782657780996,9.300000000000011
1,1659,6,178.8,5177.156197556764,9.600000000000023
0,1596,77,2833.6,6150.484433491953,10.800000000000011
1,1539,216,8445.6,6301.500792350014,8.800000000000011
0,1558,0,0.0,5318.800138331616,9.100000000000023
1,1344,122,5526.599999999999,6375.6737949012695,11.100000000000023
1,1406,40,1688.0,6213.358174465798,8.900000000000034
1,1311,39,2176.2,7660.648022072567,9.300000000000011
1,1435,83,3510.8999999999996,6356.541495640907,8.5
2,1458,221,9922.9,6855.394993104431,11.0
0,1543,209,7962.900000000001,6156.296379901095,9.200000000000045
0,1775,149,3963.4,4944.343237974736,9.199999999999989
1,1493,57,1977.9,5425.226825459727,10.899999999999977
2,1470,204,7670.400000000001,5788.070304973835,9.0
1,1678,202,6019.6,5236.448522905515,9.399999999999977
0,1536,31,1218.3,6321.387073847237,9.399999999999977
0,1405,18,968.4,7915.661569739963,9.899999999999977
0,1590,98,3067.4,5211.588053040107,11.0
0,1531,57,3043.7999999999997,8561.405467709832,9.5
0,1393,167,8784.2,7673.004953176687,10.300000000000011
0,1317,231,12658.8,7557.792278594036,11.099999999999966
0,1599,211,7807.0,6195.534872144431,8.899999999999977
0,1602,120,3935.9999999999995,5502.562364615594,9.100000000000023
0,1448,31,1512.8,7399.749224167446,11.099999999999966
0,1629,151,5149.1,5817.067205166469,8.899999999999977
0,1401,118,6383.8,7937.139591515005,9.5
2,1397,11,523.6,6963.570500143039,8.600000000000023
1,1509,95,4427.0,7363.830348161404,9.300000000000011
2,1393,130,6175.0,6929.044396880087,8.800000000000011
1,1371,109,5471.8,7207.253370306487,11.099999999999966
0,1435,119,5355.0,6762.27818685203,10.700000000000045
1,1394,82,3804.7999999999997,6773.441312747786,9.700000000000045
2,1507,163,6177.7,5981.100229585903,9.5
2,1458,15,643.5,6550.032187175503,9.900000000000034
2,1517,222,9190.8,6576.798556584088,11.100000000000023
1,1608,20,622.0,5236.909289828041,8.900000000000034
1,1308,139,8409.5,8286.893101639156,9.0
0,1646,192,6720.0,6032.9050924436,10.899999999999977
0,2478,170,2278.0,3477.240412699327,10.400000000000034
0,1650,26,842.4,5598.318108697012,8.5
0,1649,168,5644.8,5802.144640061917,9.5
0,2695,10,126.0,3555.968724598287,8.400000000000034
2,1478,191,6876.0,5571.928730406857,9.400000000000034
2,1457,69,3022.2,6682.85872456928,9.5
1,1752,208,5782.400000000001,5100.438504956101,9.199999999999989
1,1295,39,2207.4,7675.643891005702,8.900000000000034
0,1811,72,1670.3999999999999,4399.82145530353,11.300000000000011
1,1353,173,7992.6,6545.885284872766,10.799999999999955
0,1362,37,1705.7,6575.164928404222,10.700000000000045
0,1533,134,5159.0,6180.612307039879,9.300000000000011
2,1400,43,1904.8999999999999,6494.719212521299,10.699999999999989
0,1477,100,4150.0,6418.849749937105,10.0
0,1452,182,7989.8,6675.130406641448,9.199999999999989
1,1464,218,10071.6,7082.9091330774045,11.699999999999989
0,1417,5,248.5,7374.878282326529,9.300000000000011
1,1611,197,6225.200000000001,5331.031405729592,11.300000000000011
1,1432,218,10682.0,7347.975777236287,9.5
1,1270,54,3294.0,8112.639429120042,9.5
1,1495,60,2112.0,5510.772393416976,11.099999999999966
1,1384,200,8740.0,6333.534565441119,9.699999999999989
0,1516,219,9066.6,6572.463158722135,10.699999999999989
2,1495,79,2883.5,5714.295237492034,8.899999999999977
1,2206,195,3178.5,3765.4920106417026,10.699999999999989
0,1505,107,4237.2,6241.087965621483,11.0
1,1490,108,4644.0,6709.394710516602,8.100000000000023
1,1641,178,6158.8,5945.841088037115,9.300000000000011
1,1851,156,3588.0,4458.234134709275,11.200000000000045
2,1395,95,4446.0,6836.733932742107,9.599999999999966
0,1632,39,1306.5,5725.238451902039,10.900000000000034
0,1793,161,4153.8,4844.2730399823895,8.300000000000011
1,1517,185,7104.0,6100.218951034516,11.699999999999989
1,1664,179,5495.3,5349.587746336795,9.800000000000011
0,1760,55,1397.0,4681.39193286927,9.5
0,1421,102,4222.8,6160.600361836512,8.5
0,1602,21,804.3,6425.248126974916,9.600000000000023
0,1409,66,3359.4,7510.301869647271,9.400000000000034
0,1410,223,10927.0,7235.087881217293,7.7000000000000455
1,1556,168,6636.0,6436.285589164529,11.699999999999989
1,1588,204,6813.599999999999,5554.252035742658,11.299999999999955
1,1434,82,3206.2000000000003,5871.573837706252,10.399999999999977
0,1472,126,5569.200000000001,6813.318595497351,11.299999999999955
1,1556,116,3619.2,5083.850895745146,10.600000000000023
1,1524,204,6874.8,5378.280959239582,7.899999999999977
0,1542,80,2688.0,5425.656176455716,9.699999999999989
0,1357,108,6264.0,8242.073046447942,8.399999999999977
0,1374,115,6509.0,8143.887804047749,9.299999999999955
2,1379,178,8935.6,7249.308823962544,9.399999999999977
0,1483,50,2580.0,8013.4488770707,10.0
1,1508,192,7776.0,6395.654324178101,10.800000000000011
0,1403,189,9563.4,7434.243911503862,9.300000000000011
1,1436,2,89.6,6736.915062162047,11.399999999999977
0,2861,143,657.8,1378.1748092277944,10.200000000000045
0,1438,105,4788.0,6866.767558510427,10.299999999999955
2,1661,109,3727.8,5948.731353278417,10.699999999999989
0,1376,159,7727.400000000001,7002.98701597008,11.0
0,1402,128,6950.4,7972.168349602531,11.100000000000023
2,1695,33,990.0,5324.999547834699,10.699999999999989
0,1927,132,3247.2000000000003,4964.1562156433765,11.399999999999977
1,1425,109,4992.2,6834.534817884593,11.300000000000011
1,1484,61,2464.4,6278.326310542034,11.200000000000045
1,1613,231,8523.9,6232.888408795613,9.800000000000011
0,1466,164,6953.599999999999,6509.212426629861,10.0
1,1488,189,8259.300000000001,6809.464908508949,10.800000000000011
0,1418,166,6308.0,5642.719284867748,9.5
0,1475,123,4920.0,6178.465552059927,9.400000000000034
0,1606,17,523.6,5179.941743042947,9.699999999999989
0,1702,135,3874.5,5115.287766232069,9.0
0,1467,218,10289.6,7251.0471718975305,9.799999999999955
0,1452,77,3649.7999999999997,7207.31620215956,9.399999999999977
1,1474,139,5393.2,5989.048458999486,8.699999999999989
0,1682,78,2394.6,5407.455883015919,9.0
1,1488,160,6688.0,6513.401216834646,7.800000000000011
0,1373,211,10296.8,7016.474920429491,8.800000000000011
1,1457,98,4341.4,6759.147066173952,9.099999999999966
0,1389,54,2116.8,5701.8650025593315,11.100000000000023
1,1421,165,8217.0,7410.577246846819,8.900000000000034
2,1387,110,4972.0,6565.132775863759,11.0
0,1414,199,10228.6,7610.9899141948235,9.099999999999966
1,1969,32,694.4,4474.392392924239,9.800000000000011
1,1475,180,8640.0,7414.158662471911,9.5
0,1744,94,2519.2000000000003,4894.517578488802,11.100000000000023
1,1638,137,4370.3,5471.837588463486,9.100000000000023
2,1430,2,98.8,7397.612941163005,11.300000000000011
1,1546,186,7867.799999999999,6848.232161854246,8.800000000000011
1,1315,180,9720.0,7436.14981104704,9.5
0,1476,180,7613.999999999999,6538.156966944934,8.300000000000011
0,1709,100,3180.0,5691.1207556840545,7.7000000000000455
1,1357,127,5308.599999999999,5939.9767817504135,11.200000000000045
0,1742,24,631.2,4797.693692905164,11.199999999999989
0,1649,50,1620.0,5594.925188631135,8.899999999999977
1,1603,126,4548.6,6059.9542051910075,11.300000000000011
1,1455,76,3503.6,7024.129934528739,10.5
0,1298,132,6956.400000000001,7163.31296105828,9.700000000000045
1,1393,79,4416.099999999999,8154.391195486251,11.0
0,1579,70,2303.0,5440.0970306867175,11.0
0,2188,32,544.0,3895.156011430865,11.0
1,1410,76,3617.6,7028.371084611085,10.800000000000011
0,1542,101,3706.7000000000003,5926.237549878714,9.0
0,1504,165,6896.999999999999,6583.437789058675,9.800000000000011
1,1337,146,8380.4,8036.5919429521455,11.0
1,1478,5,200.5,6206.509502480972,9.599999999999966
0,1452,72,2808.0,5930.070292916093,11.100000000000023
1,1487,173,8113.7,7303.1871379716085,11.300000000000011
1,1776,43,1204.0,5207.5039825904405,11.100000000000023
1,1739,80,2248.0,5117.225081701782,9.300000000000011
0,1497,234,10764.0,7211.211777050011,8.099999999999966
1,1481,49,2180.5,6901.503101283617,8.699999999999989
1,1564,97,3870.2999999999997,6534.8897105852,11.199999999999989
0,1354,16,710.4,6295.500350381658,10.600000000000023
2,1543,120,4368.0,5881.605990246714,9.300000000000011
0,1424,39,1762.8000000000002,6740.266094325878,9.300000000000011
0,1463,145,5437.5,5745.187565252334,11.199999999999989
0,1601,35,1291.5,6186.518501228627,11.5
0,1351,110,5346.0,6875.752513499694,8.900000000000034
0,1565,124,4898.0,6473.513462109568,11.0
0,1501,55,1925.0,5501.4523352113265,9.800000000000011
0,1658,74,3034.0,7118.639513524232,11.100000000000023
0,1515,213,7476.3,5568.630058120588,11.600000000000023
0,1398,40,1664.0,6090.165854543029,9.799999999999955
0,1893,15,369.0,4876.568612461293,11.600000000000023
2,1546,190,6706.999999999999,5714.954971949288,10.700000000000045
0,1499,135,5238.0,6090.626621465556,8.600000000000023
2,1503,152,5624.0,5823.570301959399,8.199999999999989
2,1654,91,2821.0,5369.400724005435,11.099999999999966
2,1438,119,5212.2,6595.710944358698,8.5
1,1530,198,7682.4,6216.583542923482,11.299999999999955
1,1312,60,3084.0,7061.965182053473,10.899999999999977
1,1663,115,3404.0,5154.809001814228,9.0
0,1520,193,7276.1,6000.860847376985,9.399999999999977
1,1583,185,6771.0,6067.232228171824,9.600000000000023
0,1375,155,8819.5,8193.01184117438,11.400000000000034
0,2261,5,74.5,3527.8933582507066,11.400000000000034
1,1434,189,9733.5,7733.658635341994,9.300000000000011
1,1612,163,4890.0,5064.247357586746,11.0
0,1429,141,6965.4,7392.439785260093,9.699999999999989
0,1546,4,148.8,6022.558780637777,9.600000000000023
0,1761,195,5674.5,5366.3743230824775,9.800000000000011
0,1550,167,6179.0,6005.677956112488,11.299999999999955
0,1511,186,7756.200000000001,6598.255634408107,9.899999999999977
0,1255,138,8142.0,7753.974267835208,9.400000000000034
1,1435,168,8416.800000000001,7528.66971469526,11.300000000000011
0,1285,100,5210.0,7010.830525628542,10.900000000000034
0,1584,154,5882.8,6336.46671858447,11.300000000000011
0,1437,23,984.4,6440.6419309775065,11.0
1,1429,6,252.0,6285.07026277174,11.100000000000023
0,1881,40,972.0,4786.561982935946,11.100000000000023
0,1426,97,4481.400000000001,6899.06313098933,10.400000000000034
0,1411,74,3115.4,6220.678085348661,11.199999999999989
1,1458,34,1319.1999999999998,5924.038435021201,9.599999999999966
0,1453,135,4995.0,5629.838754988029,9.0
1,1377,27,1339.2,7152.275498868667,11.0
0,1445,210,9219.0,6642.950025893178,9.200000000000045
0,1448,14,515.1999999999999,5580.138759208237,9.5
0,1503,90,3896.9999999999995,6815.151191211945,11.199999999999989
0,1541,208,8008.0,6212.865991616735,11.199999999999989
0,1734,154,4712.400000000001,5556.472094551195,9.699999999999989
0,2496,111,1498.5,3528.6368685120556,8.799999999999955
1,1486,13,534.3000000000001,6395.717156031173,9.800000000000011
0,1510,36,1342.8,5898.130767604596,8.099999999999966
0,1585,78,2698.8,5742.936090517262,9.600000000000023
0,1611,161,5055.4,5297.290700630037,9.5
1,1826,203,5135.900000000001,4837.822303067019,9.5
0,1820,79,1943.4,4688.512876217407,11.200000000000045
0,1570,189,6709.5,5836.555551594238,9.899999999999977
1,1366,49,2317.7,6766.131873840433,9.100000000000023
0,1569,174,7029.599999999999,6637.933949622946,10.399999999999977
0,1951,102,2182.7999999999997,4372.196383902962,9.800000000000011
0,1743,99,2455.2000000000003,4526.6580227044615,10.599999999999966
0,1457,213,8605.199999999999,6164.098001657509,8.399999999999977
0,1403,10,483.0,7096.323733708231,9.100000000000023
0,1379,65,2801.5,6224.008173561467,10.199999999999989
1,1391,169,7165.599999999999,6176.203605349341,9.799999999999955
0,1392,97,4287.400000000001,6443.029541394235,9.800000000000011
0,1556,122,4599.400000000001,6142.986499025386,9.799999999999955
0,1759,13,367.90000000000003,5212.9179939301275,10.5
0,1542,42,2032.8,7815.528539894543,10.599999999999966
0,1637,27,853.2,5417.069156535905,10.899999999999977
0,1589,94,3120.8,5524.4697373866275,10.100000000000023
1,1507,51,2198.1,6801.726118605607,11.100000000000023
0,1743,191,5023.3,4800.447822464811,7.7999999999999545
0,1450,63,2784.6000000000004,6711.489105618995,10.899999999999977
0,1568,166,6025.799999999999,5960.480909802843,10.900000000000034
1,1480,28,1145.2,6338.896216903246,11.0
0,1351,10,418.0,5913.713067166403,7.800000000000011
1,1469,137,5466.3,6137.94947880413,9.300000000000011
0,1731,38,1090.6,5202.446018418162,11.199999999999989
0,1344,186,10192.8,7712.735628269085,8.699999999999989
1,1335,180,9522.0,7395.466186183053,10.600000000000023
0,1588,39,1193.4,5088.626116578604,9.300000000000011
1,1597,68,2686.0,6605.879232580818,11.5
0,1525,62,2399.4,6180.298147774522,11.0
0,1556,98,3528.0,5865.981802782861,8.799999999999955
0,1544,213,7391.1,5610.5493760949885,10.300000000000011
2,1582,121,4041.3999999999996,5533.2661968166785,11.100000000000023
1,1369,214,11128.0,7454.789927458341,10.800000000000011
0,1385,132,6758.400000000001,7425.887275045314,9.299999999999955
0,1372,174,8352.0,6896.424193160314,11.199999999999989
0,1583,112,3964.7999999999997,5868.306581346518,10.800000000000011
0,1711,148,4484.400000000001,5429.017680595058,11.199999999999989
0,1564,20,750.0,6141.813637768046,11.800000000000011
0,1350,96,4924.799999999999,7252.366640812037,9.199999999999989
2,1377,50,2835.0,8176.089128747045,11.299999999999955
1,1738,79,2156.7000000000003,4968.680109064545,10.900000000000034
1,1452,56,2284.7999999999997,6203.765844896837,10.0
1,1723,193,5461.900000000001,5106.2295074142185,11.399999999999977
