Type,Rotational speed (rpm),Tool wear (min),Strain (minNm),Power (W),Temperature Difference (K)
0.0,2384.0,171.0,2462.4,3594.9873053558717,11.0
0.0,1478.0,183.0,7850.7,6639.881737068171,10.199999999999989
1.0,1557.0,21.0,756.0,5869.751713967169,10.300000000000011
0.0,1509.0,153.0,5049.0,5214.729645693698,10.300000000000011
1.0,1515.0,170.0,7105.999999999999,6631.587932462693,9.899999999999977
1.0,1447.0,134.0,7691.599999999999,8697.792476777679,11.5
1.0,1243.0,194.0,14453.0,9697.415843223414,11.300000000000011
1.0,1500.0,125.0,5212.5,6550.22068273472,8.899999999999977
1.0,1402.0,52.0,2116.4,5975.455834784954,8.100000000000023
0.0,1510.0,33.0,1481.7,7099.894677357813,9.199999999999989
0.0,1585.0,9.0,350.09999999999997,6456.653581535303,9.200000000000045
1.0,1510.0,66.0,2554.2000000000003,6119.508329927558,9.699999999999989
0.0,1390.0,127.0,6083.3,6972.346015622067,11.600000000000023
0.0,1393.0,82.0,4042.6,7191.618710867123,9.199999999999989
0.0,1471.0,109.0,4556.2,6438.987358846615,9.400000000000034
0.0,1458.0,217.0,9721.599999999999,6840.126852807984,10.5
0.0,1442.0,52.0,2511.6,7293.584336427134,9.099999999999966
0.0,1341.0,208.0,10233.6,6909.116227480817,11.899999999999977
2.0,1329.0,121.0,7163.200000000001,8239.015229598448,11.199999999999989
1.0,1718.0,154.0,4804.8,5613.1464260219545,8.799999999999955
0.0,1671.0,201.0,6130.5,5337.09467955102,7.800000000000011
0.0,1483.0,141.0,6260.4,6895.293219805021,11.199999999999989
0.0,1336.0,66.0,2970.0,6295.751677793945,10.699999999999989
2.0,1573.0,168.0,5594.4,5485.315020947386,10.399999999999977
0.0,1349.0,187.0,10303.7,7783.808926068799,7.899999999999977
0.0,1236.0,177.0,11398.800000000001,8335.524955916726,10.100000000000023
1.0,1487.0,50.0,1989.9999999999998,6197.587379344776,10.600000000000023
0.0,1472.0,72.0,3513.6,7522.397001363591,9.399999999999977
1.0,1497.0,116.0,4361.6,5894.381800371314,9.699999999999989
0.0,2358.0,49.0,730.1,3679.2448203251506,11.0
1.0,1482.0,171.0,6669.0,6052.5924064060955,8.899999999999977
0.0,1517.0,210.0,8757.0,6624.456517139045,9.800000000000011
1.0,1569.0,176.0,5491.2,5126.325228421681,9.699999999999989
0.0,1528.0,185.0,8121.5,7024.5173976226815,11.099999999999966
0.0,1470.0,180.0,9234.0,7897.021453328663,9.300000000000011
0.0,1612.0,134.0,4113.8,5182.413129263771,9.700000000000045
0.0,1606.0,134.0,4167.400000000001,5230.395721059599,11.399999999999977
0.0,2289.0,112.0,1836.7999999999997,3931.13771928998,9.0
1.0,1548.0,140.0,5782.0,6694.985272212135,11.5
1.0,1434.0,21.0,940.8,6727.532172103326,11.099999999999966
1.0,1759.0,176.0,5033.6,5268.178608706772,9.799999999999955
0.0,1480.0,135.0,5589.0,6416.388835691793,9.299999999999955
2.0,1578.0,196.0,6330.799999999999,5337.503086595986,8.700000000000045
1.0,1642.0,92.0,2649.6,4952.155331706662,9.300000000000011
0.0,1549.0,68.0,2373.2,5661.160433744319,11.899999999999977
0.0,1256.0,213.0,12503.1,7720.694329658179,9.300000000000011
1.0,1538.0,0.0,0.0,6474.571131636277,10.699999999999989
0.0,1811.0,209.0,5078.7,4608.4336794774035,9.300000000000011
0.0,1431.0,101.0,4070.2999999999997,6039.1149739221955,9.899999999999977
0.0,1516.0,53.0,2353.2,7048.728605006346,9.199999999999989
0.0,1845.0,45.0,1228.5,5274.576985744583,9.199999999999989
0.0,1582.0,181.0,5737.7,5251.6328873978655,11.0
1.0,1353.0,150.0,7545.0,7126.797182448053,10.800000000000011
2.0,1408.0,25.0,1212.5,7151.102637611327,9.699999999999989
0.0,1353.0,97.0,5024.599999999999,7339.325925463402,9.599999999999966
0.0,1704.0,61.0,1884.8999999999999,5513.872098168517,9.899999999999977
0.0,1605.0,128.0,4006.4,5260.7539780687885,11.100000000000023
0.0,1550.0,5.0,162.0,5259.026102109314,11.300000000000011
1.0,1564.0,105.0,3675.0,5732.359395250175,11.0
0.0,1435.0,184.0,8390.4,6852.441896010057,9.699999999999989
1.0,1295.0,146.0,8336.6,7743.449932445682,8.800000000000011
0.0,1950.0,208.0,4222.400000000001,4145.331506411732,10.100000000000023
0.0,1665.0,22.0,805.2,6381.517157236946,11.199999999999989
0.0,1420.0,119.0,5593.0,6988.996456686093,11.100000000000023
1.0,1429.0,35.0,1844.5,7886.266734477874,9.5
0.0,1525.0,204.0,8547.6,6691.33055275846,9.100000000000023
0.0,1628.0,15.0,495.0,5625.964124048601,9.799999999999955
0.0,1442.0,49.0,2116.8,6523.454313326134,10.0
0.0,1297.0,148.0,8184.4,7510.930188177988,9.900000000000034
0.0,1478.0,218.0,7978.8,5664.794209246972,9.0
2.0,1579.0,91.0,3048.5,5539.308526687083,11.100000000000023
1.0,1448.0,71.0,3699.1,7900.142102031229,9.300000000000011
0.0,1650.0,67.0,2197.6,5667.433147075985,10.600000000000023
0.0,1484.0,213.0,8626.5,6293.866722201792,9.399999999999977
2.0,1455.0,188.0,8290.800000000001,6719.39544713053,8.800000000000011
1.0,1470.0,132.0,6058.8,7065.756037188804,10.699999999999989
0.0,1418.0,87.0,3845.4,6563.373483977748,10.800000000000011
0.0,1452.0,29.0,1244.1,6523.077322207702,10.0
0.0,1479.0,71.0,3486.1,7604.633425059062,10.100000000000023
0.0,1372.0,212.0,12741.2,8634.897791852809,11.299999999999955
0.0,1730.0,106.0,3201.2,5471.188325981744,11.100000000000023
0.0,1407.0,86.0,4747.2,8133.206389025544,10.799999999999955
1.0,1300.0,36.0,2257.2000000000003,8535.707239803469,9.199999999999989
0.0,1550.0,79.0,3468.1,7125.655737117249,11.299999999999955
0.0,1437.0,99.0,4732.2,7193.053371512261,11.300000000000011
0.0,1511.0,16.0,574.4,5680.512644490433,9.899999999999977
2.0,1375.0,186.0,10044.0,7775.441817634738,8.899999999999977
0.0,1452.0,11.0,581.9,8043.608166545163,8.099999999999966
0.0,1361.0,193.0,10383.4,7667.768965420704,11.399999999999977
0.0,1462.0,181.0,7185.700000000001,6078.08119480222,11.199999999999989
0.0,1431.0,97.0,4432.900000000001,6848.326409633854,9.800000000000011
2.0,1393.0,162.0,7273.8,6549.770387787704,11.099999999999966
0.0,1346.0,170.0,10404.0,8626.310771932996,9.600000000000023
1.0,1454.0,253.0,13864.4,8343.986312130395,9.699999999999989
0.0,1657.0,52.0,1773.2,5917.05362735472,9.099999999999966
0.0,1346.0,157.0,8226.8,7385.926216491652,9.300000000000011
0.0,1503.0,124.0,5046.8,6405.92733215534,9.700000000000045
0.0,1588.0,53.0,1690.6999999999998,5304.809579047628,9.299999999999955
2.0,1527.0,199.0,8397.800000000001,6748.078188057803,11.099999999999966
0.0,1396.0,96.0,4800.0,7309.438907352252,10.800000000000011
1.0,1375.0,87.0,3888.9,6436.337949042089,9.5
0.0,1522.0,107.0,3894.7999999999997,5801.558209433247,8.600000000000023
1.0,1548.0,35.0,1172.5,5430.5570609953165,11.300000000000011
0.0,1592.0,200.0,7000.0,5834.984755267443,10.100000000000023
0.0,1523.0,177.0,6832.2,6156.244020023534,10.100000000000023
2.0,1433.0,129.0,6398.400000000001,7443.145090689034,9.900000000000034
0.0,1459.0,89.0,3960.5,6798.98246102147,9.5
0.0,1326.0,71.0,4600.8,8998.024014705741,9.5
0.0,1341.0,199.0,9492.300000000001,6698.4724400576215,9.5
0.0,1528.0,147.0,5394.900000000001,5872.432539698233,11.199999999999989
0.0,1300.0,165.0,10593.0,8739.910762286805,11.300000000000011
0.0,1510.0,92.0,3330.4,5724.191254350842,11.300000000000011
0.0,1192.0,135.0,9301.5,8600.507824271514,8.800000000000011
0.0,1947.0,137.0,3425.0,5097.23408044944,8.800000000000011
0.0,2080.0,31.0,595.1999999999999,4182.088140458733,9.199999999999989
0.0,1450.0,56.0,2469.6,6696.304741126644,9.0
2.0,1748.0,175.0,4392.5,4594.558311924049,8.699999999999989
1.0,1505.0,166.0,6656.6,6319.889581349027,9.700000000000045
1.0,1390.0,94.0,4897.400000000001,7583.699946010641,11.299999999999955
1.0,1836.0,18.0,410.40000000000003,4383.652725113055,10.900000000000034
0.0,1621.0,36.0,1227.6000000000001,5788.499655969826,9.599999999999966
2.0,1530.0,184.0,7728.0,6729.291463989337,10.199999999999989
0.0,1492.0,187.0,8658.1,7233.998795764049,9.399999999999977
0.0,1478.0,180.0,7110.0,6113.644023640857,9.0
1.0,1521.0,15.0,598.5,6355.222026726401,10.599999999999966
2.0,1430.0,162.0,6625.8,6124.74431768354,10.800000000000011
0.0,1356.0,96.0,4358.4,6446.799452578543,11.099999999999966
0.0,1485.0,46.0,1738.8,5878.234014131861,11.399999999999977
0.0,1452.0,185.0,9046.5,7435.395828810179,11.100000000000023
1.0,1263.0,146.0,8876.8,8041.471883540721,11.5
0.0,1578.0,219.0,6876.599999999999,5188.780090375046,10.899999999999977
0.0,1503.0,154.0,6160.0,6295.751677793945,9.0
2.0,1531.0,62.0,2281.6,5899.994779245727,10.5
1.0,1541.0,28.0,1016.3999999999999,5857.845077810064,9.800000000000011
0.0,1497.0,83.0,3170.6000000000004,5988.441084419793,10.0
0.0,1793.0,200.0,5060.0,4750.391779517614,9.399999999999977
0.0,1450.0,165.0,7689.0,7075.913853435411,8.399999999999977
1.0,1341.0,194.0,8982.199999999999,6501.871571795971,9.399999999999977
0.0,1534.0,90.0,3393.0000000000005,6056.13193412914,11.100000000000023
0.0,1645.0,33.0,1003.1999999999999,5236.825514023946,10.5
0.0,1540.0,28.0,1024.8,5902.4242775645025,9.0
0.0,1537.0,15.0,565.5,6067.975738433173,9.800000000000011
0.0,1815.0,190.0,5130.0,5131.7915996389265,9.199999999999989
1.0,1503.0,68.0,2611.2,6043.921610682187,9.0
1.0,1555.0,142.0,5339.2,6122.754642336267,9.600000000000023
0.0,1466.0,8.0,330.4,6340.341349523896,9.0
0.0,1446.0,173.0,7906.1,6920.11180176838,9.199999999999989
0.0,1496.0,21.0,819.0,6109.76939270143,9.100000000000023
1.0,1288.0,79.0,4890.099999999999,8349.012860376139,11.0
1.0,1457.0,193.0,6774.3,5355.441580647985,9.700000000000045
1.0,1491.0,41.0,1713.8,6526.533074126652,9.400000000000034
1.0,2157.0,94.0,1616.8,3885.144802841425,7.599999999999966
1.0,1367.0,47.0,2223.1,6771.0851182575925,10.199999999999989
2.0,1585.0,37.0,1709.4,7668.3135081473265,10.800000000000011
0.0,1384.0,99.0,5039.099999999999,7377.045981257503,9.400000000000034
0.0,1499.0,142.0,5438.599999999999,6012.139165003371,10.300000000000011
0.0,1623.0,61.0,2250.9,6271.529998434768,10.699999999999989
0.0,1341.0,51.0,2779.5,7653.390943042775,11.200000000000045
0.0,1430.0,93.0,3803.7,6124.74431768354,11.299999999999955
0.0,1822.0,122.0,2867.0,4483.785754958472,11.100000000000023
0.0,1366.0,74.0,3729.6,7209.578148870144,11.400000000000034
2.0,1542.0,84.0,3116.4,5990.828694836521,9.5
0.0,1446.0,75.0,2820.0,5693.571197953855,8.699999999999989
0.0,2142.0,144.0,2390.4,3723.541276740767,11.399999999999977
1.0,1886.0,117.0,2445.2999999999997,4127.780475453676,9.300000000000011
0.0,1575.0,54.0,2068.2,6316.957428205676,9.399999999999977
2.0,1603.0,148.0,4810.0,5455.637442346475,9.400000000000034
0.0,1442.0,152.0,6642.400000000001,6598.957256767409,8.699999999999989
0.0,1677.0,46.0,1403.0,5356.258394737918,9.300000000000011
0.0,1725.0,167.0,4475.6,4841.194279181871,11.099999999999966
1.0,1518.0,105.0,4452.0,6740.098542717685,9.299999999999955
0.0,1483.0,46.0,1955.0,6600.224365804356,9.800000000000011
1.0,1618.0,173.0,6072.3,5947.223388804694,10.5
1.0,1513.0,157.0,6405.599999999999,6464.392371438645,11.400000000000034
0.0,1480.0,18.0,862.1999999999999,7423.79287994292,11.900000000000034
1.0,1402.0,22.0,1058.2,7061.9023502004,9.900000000000034
0.0,1631.0,144.0,4305.599999999999,5106.857825944936,9.699999999999989
1.0,1258.0,168.0,9223.199999999999,7232.386111535206,8.899999999999977
1.0,1343.0,140.0,6930.0,6961.612240722302,9.199999999999989
1.0,1335.0,69.0,3567.3,7227.705138481358,10.599999999999966
0.0,1364.0,125.0,6562.5,7498.981664118836,11.5
0.0,1675.0,12.0,385.20000000000005,5630.519433396306,9.899999999999977
1.0,1768.0,149.0,3561.1,4424.954196532247,8.800000000000011
1.0,1323.0,88.0,4549.6,7162.7370024051215,10.799999999999955
0.0,1492.0,149.0,6645.400000000001,6968.387608878544,11.100000000000023
1.0,1647.0,6.0,189.60000000000002,5450.160599153717,9.300000000000011
2.0,1984.0,132.0,2534.4,3989.0686878221754,10.900000000000034
0.0,1461.0,0.0,0.0,7634.478555268163,8.800000000000011
2.0,1560.0,53.0,1764.8999999999999,5439.981838956085,9.699999999999989
1.0,1724.0,119.0,3046.4,4621.743560353113,8.5
2.0,1566.0,192.0,8947.2,7641.986961710244,9.699999999999989
2.0,2540.0,98.0,1303.4,3537.642767452346,11.100000000000023
0.0,1794.0,7.0,182.70000000000002,4903.334981869877,9.199999999999989
1.0,1561.0,58.0,2627.3999999999996,7405.079459703036,11.100000000000023
1.0,1636.0,51.0,1871.7,6287.499761090517,9.699999999999989
0.0,1429.0,113.0,5175.4,6853.719477022516,11.099999999999966
0.0,1661.0,106.0,3413.2000000000003,5600.852326770908,9.600000000000023
1.0,1426.0,53.0,2411.5,6794.531871428885,10.699999999999989
1.0,2023.0,74.0,1413.4,4046.2980339950705,9.300000000000011
0.0,1472.0,31.0,1243.1000000000001,6181.313929399182,10.800000000000011
0.0,1270.0,208.0,14040.0,8977.101007632833,10.699999999999989
1.0,1842.0,133.0,3591.0,5208.13230112116,11.100000000000023
1.0,1659.0,94.0,3261.8,6028.43355889999,8.199999999999989
1.0,1644.0,195.0,7254.000000000001,6404.32511990201,9.400000000000034
0.0,1553.0,128.0,5465.6,6944.291593225511,9.300000000000011
1.0,1280.0,71.0,4551.099999999999,8592.046468057846,11.099999999999966
0.0,1674.0,0.0,0.0,5399.266798165563,8.600000000000023
0.0,1436.0,43.0,2158.6,7548.953931261937,10.0
0.0,1418.0,208.0,8715.199999999999,6221.84047463049,9.699999999999989
0.0,1393.0,29.0,1102.0,5543.23551750407,9.899999999999977
0.0,1479.0,173.0,8009.9,7170.967975157526,10.300000000000011
0.0,1464.0,65.0,2294.5,5411.833168779921,11.199999999999989
2.0,1383.0,184.0,8206.4,6459.30299133983,10.600000000000023
0.0,1407.0,5.0,210.5,6203.043278586511,9.0
1.0,1498.0,46.0,1591.6000000000001,5427.708683656062,10.800000000000011
2.0,1452.0,123.0,7170.9,8864.69482248739,8.100000000000023
1.0,1480.0,157.0,5981.7,5904.937551687375,10.899999999999977
0.0,1395.0,123.0,6629.7,7873.930747324778,9.0
1.0,1388.0,190.0,8151.0,6235.558762551165,10.099999999999966
0.0,1634.0,62.0,2281.6,6296.924539051285,9.800000000000011
0.0,1412.0,27.0,1304.1,7141.845411258748,10.0
0.0,1363.0,25.0,1100.0,6280.253154036236,11.0
0.0,1462.0,22.0,853.5999999999999,5940.290941015773,8.700000000000045
0.0,1541.0,23.0,966.0,6777.67199085462,9.5
0.0,1462.0,27.0,1371.6,7777.494324835082,9.900000000000034
1.0,1456.0,209.0,8234.6,6007.3953600964505,9.300000000000011
0.0,1505.0,14.0,469.0,5279.708253745446,11.300000000000011
0.0,1713.0,141.0,4723.5,6009.395507419235,9.400000000000034
0.0,1412.0,142.0,7440.8,7748.089017597483,10.5
0.0,1371.0,167.0,8734.1,7508.7520172715,11.400000000000034
2.0,1339.0,123.0,6568.2,7487.734762418984,11.300000000000011
0.0,1683.0,122.0,4001.5999999999995,5780.781810017506,9.600000000000023
1.0,1488.0,198.0,9167.4,7214.604697115888,11.0
1.0,1475.0,179.0,8556.199999999999,7383.266334711612,8.700000000000045
0.0,1758.0,200.0,4880.0,4491.9748398088295,9.199999999999989
0.0,1462.0,148.0,7740.4,8007.144747812496,11.0
1.0,1441.0,131.0,5724.700000000001,6594.381003468679,9.5
0.0,1590.0,5.0,168.0,5594.548197512704,11.399999999999977
0.0,1481.0,153.0,5829.3,5908.927374357434,8.899999999999977
2.0,1457.0,74.0,3492.8,7201.619447481051,11.699999999999989
0.0,1401.0,38.0,2242.0,8656.030238435957,9.900000000000034
1.0,1434.0,193.0,8569.199999999999,6667.46492056669,11.200000000000045
0.0,1346.0,138.0,7921.2,8090.690168446961,9.5
0.0,1429.0,220.0,8294.0,5641.598783487967,10.5
0.0,1465.0,215.0,10126.5,7225.820182889203,11.099999999999966
0.0,1569.0,73.0,2978.3999999999996,6703.656067936044,9.800000000000011
0.0,1423.0,124.0,5108.8,6139.467915253365,9.400000000000034
0.0,1540.0,206.0,9620.2,7531.235348695691,10.100000000000023
1.0,1624.0,186.0,5747.4,5255.004863512719,10.699999999999989
1.0,1473.0,121.0,5118.299999999999,6524.868030020249,9.300000000000011
1.0,1489.0,27.0,1201.5,6938.783334106217,8.099999999999966
0.0,1532.0,115.0,4577.0,6385.140460764087,9.699999999999989
0.0,2497.0,5.0,65.0,3399.307970939276,9.300000000000011
0.0,1553.0,135.0,5467.5,6586.5060778836805,11.0
0.0,1486.0,66.0,2402.4,5664.333442324444,10.199999999999989
1.0,1551.0,112.0,4356.8,6318.15123341404,11.0
0.0,1324.0,131.0,6261.799999999999,6627.420086208932,9.0
0.0,1374.0,119.0,5402.599999999999,6532.3764364623285,10.5
1.0,1651.0,92.0,2833.6,5325.083323638795,9.599999999999966
0.0,1425.0,7.0,315.7,6730.076862152735,9.300000000000011
0.0,1410.0,191.0,8977.0,6939.7781717798525,10.699999999999989
0.0,1463.0,116.0,5092.4,6725.699576388733,11.599999999999966
0.0,1483.0,78.0,3510.0,6988.472857910495,9.100000000000023
0.0,1622.0,79.0,2994.1,6437.521282274941,11.099999999999966
1.0,1477.0,166.0,7337.200000000001,6836.461661378797,10.800000000000011
1.0,1246.0,165.0,8728.5,6902.435107104181,11.100000000000023
0.0,1435.0,173.0,8252.1,7168.014878063152,9.400000000000034
0.0,1644.0,186.0,6491.4,6008.358781843551,9.0
0.0,2004.0,12.0,235.20000000000002,4113.224429492045,11.5
1.0,1486.0,91.0,3148.6,5384.229041330379,11.0
0.0,1690.0,148.0,4528.8,5415.477416258085,11.400000000000034
2.0,1469.0,96.0,4195.200000000001,6722.516095833095,11.100000000000023
1.0,1506.0,158.0,6241.0,6229.4640728032,9.400000000000034
0.0,1464.0,30.0,1251.0,6393.015386349086,9.299999999999955
1.0,1457.0,192.0,7526.400000000001,5981.005981806296,8.199999999999989
0.0,1258.0,139.0,7978.599999999999,7561.729741386535,10.399999999999977
2.0,1542.0,28.0,1136.8,6556.001213217324,10.800000000000011
0.0,1450.0,168.0,7274.4,6574.829825187839,10.0
0.0,1763.0,184.0,4876.0,4892.454599312945,9.400000000000034
1.0,1589.0,52.0,1820.0,5823.989180979877,8.699999999999989
1.0,1592.0,142.0,4998.400000000001,5868.327525297543,10.699999999999989
0.0,1413.0,86.0,3620.6,6229.495488729737,9.699999999999989
0.0,1499.0,137.0,5178.599999999999,5933.651708541186,8.399999999999977
0.0,1327.0,189.0,10678.5,7851.415999974051,10.699999999999989
2.0,1490.0,159.0,6852.900000000001,6724.997954029431,11.400000000000034
0.0,1333.0,131.0,6432.1,6853.939388508268,10.399999999999977
0.0,1489.0,96.0,3792.0,6159.1447572403495,10.899999999999977
0.0,1447.0,140.0,7056.0,7637.086077170644,9.699999999999989
1.0,1544.0,170.0,7190.999999999999,6839.372870571123,10.799999999999955
0.0,1546.0,55.0,2200.0,6475.869656599761,9.300000000000011
0.0,1430.0,95.0,3980.5,6274.4935675046545,11.0
0.0,1698.0,48.0,1478.4,5476.675641150015,11.099999999999966
0.0,1306.0,172.0,10268.4,8164.810811120657,9.399999999999977
0.0,1699.0,87.0,2862.2999999999997,5853.530623899134,11.100000000000023
1.0,1506.0,98.0,3988.6000000000004,6418.71361425545,11.0
2.0,1420.0,176.0,6899.200000000001,5829.120448980742,9.599999999999966
1.0,1650.0,38.0,1284.3999999999999,5840.220743023425,11.199999999999989
0.0,1552.0,113.0,4113.2,5915.912182023914,8.799999999999955
1.0,1628.0,121.0,4452.799999999999,6273.802417120864,10.600000000000023
0.0,1389.0,69.0,3098.1,6530.962719768213,9.800000000000011
1.0,1410.0,33.0,1659.8999999999999,7427.03919235163,9.799999999999955
1.0,1576.0,109.0,4316.400000000001,6535.5180291159195,9.400000000000034
0.0,1614.0,84.0,2654.4,5340.958838514936,9.399999999999977
2.0,1598.0,148.0,5609.2,6342.268193018098,9.099999999999966
0.0,1427.0,0.0,0.0,6425.708893897444,9.199999999999989
0.0,1436.0,108.0,5367.6,7473.765147086021,9.0
2.0,1397.0,34.0,1686.4,7256.157495947368,9.199999999999989
0.0,1359.0,194.0,11019.199999999999,8083.443561392681,9.0
1.0,1540.0,38.0,1512.3999999999999,6418.483230794186,10.0
1.0,1540.0,45.0,1741.5000000000002,6241.087965621484,10.699999999999989
0.0,1889.0,148.0,3374.4,4510.196077199651,9.400000000000034
0.0,1527.0,189.0,6123.599999999999,5180.988940594142,10.099999999999966
1.0,1671.0,234.0,7137.0,5337.09467955102,9.800000000000011
1.0,1387.0,116.0,6043.6,7567.332248285438,8.5
2.0,1488.0,54.0,2311.2,6669.224212452699,9.100000000000023
1.0,1420.0,5.0,247.5,7360.7515873608845,9.600000000000023
2.0,1618.0,160.0,4720.0,4998.378631616481,10.0
0.0,1409.0,154.0,7992.599999999999,7657.8520046108715,11.0
0.0,1376.0,164.0,8659.199999999999,7608.183424757618,9.5
0.0,1475.0,47.0,2345.2999999999997,7707.635776194758,10.100000000000023
1.0,1452.0,60.0,3018.0,7648.2701470174225,9.399999999999977
0.0,1746.0,107.0,2867.6,4900.130557363216,9.200000000000045
1.0,1805.0,198.0,4692.599999999999,4479.754044386365,10.5
0.0,1483.0,20.0,974.0,7563.080626227581,7.800000000000011
1.0,1342.0,54.0,2597.4,6759.681136925063,10.099999999999966
0.0,1813.0,197.0,5614.5,5410.9221069103805,9.899999999999977
1.0,1456.0,122.0,5233.8,6541.047232186236,11.300000000000011
0.0,1931.0,24.0,528.0,4448.704636993386,10.0
0.0,1437.0,93.0,3534.0,5718.326948064142,10.800000000000011
1.0,1416.0,152.0,7736.8,7547.613518396405,9.400000000000034
0.0,1491.0,216.0,10260.0,7416.514856962104,9.399999999999977
1.0,1390.0,68.0,3529.2,7554.5878540873755,10.899999999999977
2.0,1612.0,206.0,6530.2,5351.221374516663,9.199999999999989
1.0,1819.0,46.0,1173.0,4857.3734813478595,9.399999999999977
0.0,1733.0,182.0,4677.4,4664.018925494919,9.600000000000023
1.0,1319.0,24.0,1639.1999999999998,9433.961883293374,10.899999999999977
1.0,1373.0,73.0,3504.0,6901.450741406058,8.5
0.0,1383.0,26.0,1354.6000000000001,7545.508651318501,10.899999999999977
1.0,1461.0,157.0,8148.3,7940.469679727809,9.5
0.0,1648.0,197.0,6323.700000000001,5539.758821634097,9.399999999999977
0.0,1380.0,160.0,7792.0,7037.795862571855,9.0
1.0,1326.0,100.0,5720.0,7942.700210511858,11.100000000000023
0.0,1479.0,58.0,2441.8,6520.4698003052235,11.400000000000034
0.0,1636.0,201.0,6009.9,5122.513429335324,9.5
0.0,1447.0,12.0,517.2,6530.920831866166,9.800000000000011
0.0,1408.0,0.0,0.0,6959.423597840302,9.800000000000011
0.0,1529.0,153.0,5385.6,5636.100996344186,11.900000000000034
1.0,1642.0,37.0,1154.3999999999999,5364.834942682219,8.800000000000011
1.0,1709.0,196.0,5997.6,5476.361481884655,10.800000000000011
1.0,1412.0,112.0,5308.8,7008.767546452685,10.899999999999977
1.0,1411.0,43.0,2205.9,7580.066170507988,9.300000000000011
1.0,2706.0,65.0,637.0,2777.042242067234,9.200000000000045
0.0,1503.0,196.0,8271.2,6642.018020072614,9.700000000000045
1.0,1492.0,100.0,4170.0,6515.2861724268005,11.100000000000023
0.0,1312.0,192.0,12537.599999999999,8971.718412219683,9.099999999999966
0.0,1355.0,193.0,10344.800000000001,7605.586374830649,8.800000000000011
2.0,1514.0,19.0,733.4,6119.864377094966,9.600000000000023
0.0,1629.0,41.0,1283.3,5339.419458114677,11.299999999999955
0.0,1440.0,191.0,8193.9,6469.167592272102,10.0
0.0,1486.0,75.0,3645.0,7562.818826839782,11.100000000000023
0.0,1591.0,79.0,2528.0,5331.492172652118,11.5
0.0,1479.0,133.0,5253.5,6117.780453968084,11.199999999999989
0.0,1653.0,62.0,1711.2,4777.608443873213,9.0
0.0,1442.0,181.0,8688.0,7248.28257036237,11.200000000000045
0.0,1392.0,70.0,3234.0,6734.569339647368,9.599999999999966
1.0,1667.0,18.0,514.8000000000001,4992.6399890359235,10.399999999999977
0.0,1533.0,26.0,1024.3999999999999,6325.094153178474,9.399999999999977
0.0,1821.0,202.0,5312.6,5015.269928117282,11.399999999999977
1.0,1501.0,48.0,2145.6000000000004,7026.140553827036,11.100000000000023
1.0,1399.0,125.0,5225.0,6123.822783838488,9.300000000000011
1.0,1488.0,133.0,5612.6,6575.730415081868,9.300000000000011
0.0,1538.0,47.0,1809.5,6200.770859900414,11.0
2.0,1376.0,112.0,5992.0,7709.049492888874,11.300000000000011
0.0,1932.0,132.0,2890.7999999999997,4430.7766149169,9.300000000000011
0.0,1750.0,72.0,1857.6000000000001,4728.096943652638,9.699999999999989
1.0,1694.0,187.0,5815.7,5516.992746871084,9.199999999999989
1.0,1570.0,200.0,8420.0,6921.661654144152,11.100000000000023
0.0,1447.0,146.0,5562.6,5773.273403575427,10.300000000000011
1.0,1474.0,64.0,2540.8,6127.969686141227,11.299999999999955
0.0,1426.0,213.0,9734.1,6824.397945589012,11.300000000000011
0.0,1538.0,59.0,2253.8,6152.453164888203,9.800000000000011
1.0,1544.0,21.0,762.3,5869.249059142594,10.0
2.0,1414.0,69.0,2932.5,6293.133683915954,10.599999999999966
0.0,1694.0,44.0,1232.0,4967.067424835702,9.300000000000011
1.0,1596.0,80.0,2928.0,6117.057887657759,10.899999999999977
0.0,1393.0,45.0,1827.0,5922.509526596454,11.0
0.0,1627.0,64.0,2016.0,5366.939809760123,9.600000000000023
2.0,1606.0,156.0,5382.0,5802.207471914989,7.899999999999977
0.0,1374.0,159.0,7647.900000000001,6920.865784005244,10.699999999999989
0.0,1373.0,157.0,8744.9,8008.558464506613,9.100000000000023
0.0,1738.0,195.0,4680.0,4368.070425551248,11.399999999999977
0.0,1419.0,52.0,2600.0,7429.866625739861,10.800000000000011
2.0,1366.0,162.0,7662.599999999999,6766.131873840433,9.5
0.0,1576.0,92.0,2796.7999999999997,5017.165355684947,9.300000000000011
0.0,1349.0,71.0,3337.0,6639.546633851788,10.300000000000011
0.0,1502.0,198.0,9246.6,7345.399671260344,10.900000000000034
1.0,1602.0,135.0,4549.5,5653.54730754712,9.5
0.0,1504.0,20.0,814.0,6410.18942618871,11.400000000000034
1.0,1425.0,76.0,3397.2000000000003,6670.386601734529,8.5
0.0,1434.0,121.0,6134.700000000001,7613.524132268721,11.699999999999989
0.0,1523.0,239.0,9488.300000000001,6331.681025775501,9.599999999999966
0.0,1425.0,163.0,8003.3,7326.979466334796,10.900000000000034
1.0,1413.0,97.0,4646.3,7087.715769837396,10.800000000000011
0.0,1442.0,96.0,4147.200000000001,6523.454313326134,8.799999999999955
0.0,1271.0,125.0,7675.0,8172.266857685176,11.099999999999966
0.0,1576.0,113.0,3988.8999999999996,5825.853192621008,11.100000000000023
1.0,1609.0,156.0,5584.799999999999,6032.088278353665,10.600000000000023
1.0,1349.0,104.0,5418.400000000001,7360.008077099536,10.5
